AIAL,AVAL,flp-1,npr-4
AIAL,AVAR,flp-1,npr-4
AIAR,AVAL,flp-1,npr-4
AIAR,AVAR,flp-1,npr-4
AIAL,BAGL,flp-1,npr-4
AIAL,BAGR,flp-1,npr-4
AIAR,BAGL,flp-1,npr-4
AIAR,BAGR,flp-1,npr-4
AIAL,BDUL,flp-1,npr-4
AIAL,BDUR,flp-1,npr-4
AIAR,BDUL,flp-1,npr-4
AIAR,BDUR,flp-1,npr-4
AIAL,PQR,flp-1,npr-4
AIAR,PQR,flp-1,npr-4
AIAL,RIVL,flp-1,npr-4
AIAL,RIVR,flp-1,npr-4
AIAR,RIVL,flp-1,npr-4
AIAR,RIVR,flp-1,npr-4
AIAL,ADFL,flp-1,npr-5
AIAL,ADFR,flp-1,npr-5
AIAR,ADFL,flp-1,npr-5
AIAR,ADFR,flp-1,npr-5
AIAL,AIAL,flp-1,npr-5
AIAL,AIAR,flp-1,npr-5
AIAR,AIAL,flp-1,npr-5
AIAR,AIAR,flp-1,npr-5
AIAL,ASEL,flp-1,npr-5
AIAL,ASER,flp-1,npr-5
AIAR,ASEL,flp-1,npr-5
AIAR,ASER,flp-1,npr-5
AIAL,ASGL,flp-1,npr-5
AIAL,ASGR,flp-1,npr-5
AIAR,ASGL,flp-1,npr-5
AIAR,ASGR,flp-1,npr-5
AIAL,ASIL,flp-1,npr-5
AIAL,ASIR,flp-1,npr-5
AIAR,ASIL,flp-1,npr-5
AIAR,ASIR,flp-1,npr-5
AIAL,ASJL,flp-1,npr-5
AIAL,ASJR,flp-1,npr-5
AIAR,ASJL,flp-1,npr-5
AIAR,ASJR,flp-1,npr-5
AIAL,ASKL,flp-1,npr-5
AIAL,ASKR,flp-1,npr-5
AIAR,ASKL,flp-1,npr-5
AIAR,ASKR,flp-1,npr-5
AIAL,AUAL,flp-1,npr-5
AIAL,AUAR,flp-1,npr-5
AIAR,AUAL,flp-1,npr-5
AIAR,AUAR,flp-1,npr-5
AIAL,AWAL,flp-1,npr-5
AIAL,AWAR,flp-1,npr-5
AIAR,AWAL,flp-1,npr-5
AIAR,AWAR,flp-1,npr-5
AIAL,AWBL,flp-1,npr-5
AIAL,AWBR,flp-1,npr-5
AIAR,AWBL,flp-1,npr-5
AIAR,AWBR,flp-1,npr-5
AIAL,IL2DL,flp-1,npr-5
AIAL,IL2DR,flp-1,npr-5
AIAL,IL2L,flp-1,npr-5
AIAL,IL2R,flp-1,npr-5
AIAL,IL2VL,flp-1,npr-5
AIAL,IL2VR,flp-1,npr-5
AIAR,IL2DL,flp-1,npr-5
AIAR,IL2DR,flp-1,npr-5
AIAR,IL2L,flp-1,npr-5
AIAR,IL2R,flp-1,npr-5
AIAR,IL2VL,flp-1,npr-5
AIAR,IL2VR,flp-1,npr-5
AIAL,PHAL,flp-1,npr-5
AIAL,PHAR,flp-1,npr-5
AIAR,PHAL,flp-1,npr-5
AIAR,PHAR,flp-1,npr-5
AIAL,PHBL,flp-1,npr-5
AIAL,PHBR,flp-1,npr-5
AIAR,PHBL,flp-1,npr-5
AIAR,PHBR,flp-1,npr-5
AIYL,AVAL,flp-1,npr-4
AIYL,AVAR,flp-1,npr-4
AIYR,AVAL,flp-1,npr-4
AIYR,AVAR,flp-1,npr-4
AIYL,BAGL,flp-1,npr-4
AIYL,BAGR,flp-1,npr-4
AIYR,BAGL,flp-1,npr-4
AIYR,BAGR,flp-1,npr-4
AIYL,BDUL,flp-1,npr-4
AIYL,BDUR,flp-1,npr-4
AIYR,BDUL,flp-1,npr-4
AIYR,BDUR,flp-1,npr-4
AIYL,PQR,flp-1,npr-4
AIYR,PQR,flp-1,npr-4
AIYL,RIVL,flp-1,npr-4
AIYL,RIVR,flp-1,npr-4
AIYR,RIVL,flp-1,npr-4
AIYR,RIVR,flp-1,npr-4
AIYL,ADFL,flp-1,npr-5
AIYL,ADFR,flp-1,npr-5
AIYR,ADFL,flp-1,npr-5
AIYR,ADFR,flp-1,npr-5
AIYL,AIAL,flp-1,npr-5
AIYL,AIAR,flp-1,npr-5
AIYR,AIAL,flp-1,npr-5
AIYR,AIAR,flp-1,npr-5
AIYL,ASEL,flp-1,npr-5
AIYL,ASER,flp-1,npr-5
AIYR,ASEL,flp-1,npr-5
AIYR,ASER,flp-1,npr-5
AIYL,ASGL,flp-1,npr-5
AIYL,ASGR,flp-1,npr-5
AIYR,ASGL,flp-1,npr-5
AIYR,ASGR,flp-1,npr-5
AIYL,ASIL,flp-1,npr-5
AIYL,ASIR,flp-1,npr-5
AIYR,ASIL,flp-1,npr-5
AIYR,ASIR,flp-1,npr-5
AIYL,ASJL,flp-1,npr-5
AIYL,ASJR,flp-1,npr-5
AIYR,ASJL,flp-1,npr-5
AIYR,ASJR,flp-1,npr-5
AIYL,ASKL,flp-1,npr-5
AIYL,ASKR,flp-1,npr-5
AIYR,ASKL,flp-1,npr-5
AIYR,ASKR,flp-1,npr-5
AIYL,AUAL,flp-1,npr-5
AIYL,AUAR,flp-1,npr-5
AIYR,AUAL,flp-1,npr-5
AIYR,AUAR,flp-1,npr-5
AIYL,AWAL,flp-1,npr-5
AIYL,AWAR,flp-1,npr-5
AIYR,AWAL,flp-1,npr-5
AIYR,AWAR,flp-1,npr-5
AIYL,AWBL,flp-1,npr-5
AIYL,AWBR,flp-1,npr-5
AIYR,AWBL,flp-1,npr-5
AIYR,AWBR,flp-1,npr-5
AIYL,IL2DL,flp-1,npr-5
AIYL,IL2DR,flp-1,npr-5
AIYL,IL2L,flp-1,npr-5
AIYL,IL2R,flp-1,npr-5
AIYL,IL2VL,flp-1,npr-5
AIYL,IL2VR,flp-1,npr-5
AIYR,IL2DL,flp-1,npr-5
AIYR,IL2DR,flp-1,npr-5
AIYR,IL2L,flp-1,npr-5
AIYR,IL2R,flp-1,npr-5
AIYR,IL2VL,flp-1,npr-5
AIYR,IL2VR,flp-1,npr-5
AIYL,PHAL,flp-1,npr-5
AIYL,PHAR,flp-1,npr-5
AIYR,PHAL,flp-1,npr-5
AIYR,PHAR,flp-1,npr-5
AIYL,PHBL,flp-1,npr-5
AIYL,PHBR,flp-1,npr-5
AIYR,PHBL,flp-1,npr-5
AIYR,PHBR,flp-1,npr-5
AVAL,AVAL,flp-1,npr-4
AVAL,AVAR,flp-1,npr-4
AVAR,AVAL,flp-1,npr-4
AVAR,AVAR,flp-1,npr-4
AVAL,BAGL,flp-1,npr-4
AVAL,BAGR,flp-1,npr-4
AVAR,BAGL,flp-1,npr-4
AVAR,BAGR,flp-1,npr-4
AVAL,BDUL,flp-1,npr-4
AVAL,BDUR,flp-1,npr-4
AVAR,BDUL,flp-1,npr-4
AVAR,BDUR,flp-1,npr-4
AVAL,PQR,flp-1,npr-4
AVAR,PQR,flp-1,npr-4
AVAL,RIVL,flp-1,npr-4
AVAL,RIVR,flp-1,npr-4
AVAR,RIVL,flp-1,npr-4
AVAR,RIVR,flp-1,npr-4
AVAL,ADFL,flp-1,npr-5
AVAL,ADFR,flp-1,npr-5
AVAR,ADFL,flp-1,npr-5
AVAR,ADFR,flp-1,npr-5
AVAL,AIAL,flp-1,npr-5
AVAL,AIAR,flp-1,npr-5
AVAR,AIAL,flp-1,npr-5
AVAR,AIAR,flp-1,npr-5
AVAL,ASEL,flp-1,npr-5
AVAL,ASER,flp-1,npr-5
AVAR,ASEL,flp-1,npr-5
AVAR,ASER,flp-1,npr-5
AVAL,ASGL,flp-1,npr-5
AVAL,ASGR,flp-1,npr-5
AVAR,ASGL,flp-1,npr-5
AVAR,ASGR,flp-1,npr-5
AVAL,ASIL,flp-1,npr-5
AVAL,ASIR,flp-1,npr-5
AVAR,ASIL,flp-1,npr-5
AVAR,ASIR,flp-1,npr-5
AVAL,ASJL,flp-1,npr-5
AVAL,ASJR,flp-1,npr-5
AVAR,ASJL,flp-1,npr-5
AVAR,ASJR,flp-1,npr-5
AVAL,ASKL,flp-1,npr-5
AVAL,ASKR,flp-1,npr-5
AVAR,ASKL,flp-1,npr-5
AVAR,ASKR,flp-1,npr-5
AVAL,AUAL,flp-1,npr-5
AVAL,AUAR,flp-1,npr-5
AVAR,AUAL,flp-1,npr-5
AVAR,AUAR,flp-1,npr-5
AVAL,AWAL,flp-1,npr-5
AVAL,AWAR,flp-1,npr-5
AVAR,AWAL,flp-1,npr-5
AVAR,AWAR,flp-1,npr-5
AVAL,AWBL,flp-1,npr-5
AVAL,AWBR,flp-1,npr-5
AVAR,AWBL,flp-1,npr-5
AVAR,AWBR,flp-1,npr-5
AVAL,IL2DL,flp-1,npr-5
AVAL,IL2DR,flp-1,npr-5
AVAL,IL2L,flp-1,npr-5
AVAL,IL2R,flp-1,npr-5
AVAL,IL2VL,flp-1,npr-5
AVAL,IL2VR,flp-1,npr-5
AVAR,IL2DL,flp-1,npr-5
AVAR,IL2DR,flp-1,npr-5
AVAR,IL2L,flp-1,npr-5
AVAR,IL2R,flp-1,npr-5
AVAR,IL2VL,flp-1,npr-5
AVAR,IL2VR,flp-1,npr-5
AVAL,PHAL,flp-1,npr-5
AVAL,PHAR,flp-1,npr-5
AVAR,PHAL,flp-1,npr-5
AVAR,PHAR,flp-1,npr-5
AVAL,PHBL,flp-1,npr-5
AVAL,PHBR,flp-1,npr-5
AVAR,PHBL,flp-1,npr-5
AVAR,PHBR,flp-1,npr-5
AVEL,AVAL,flp-1,npr-4
AVEL,AVAR,flp-1,npr-4
AVER,AVAL,flp-1,npr-4
AVER,AVAR,flp-1,npr-4
AVEL,BAGL,flp-1,npr-4
AVEL,BAGR,flp-1,npr-4
AVER,BAGL,flp-1,npr-4
AVER,BAGR,flp-1,npr-4
AVEL,BDUL,flp-1,npr-4
AVEL,BDUR,flp-1,npr-4
AVER,BDUL,flp-1,npr-4
AVER,BDUR,flp-1,npr-4
AVEL,PQR,flp-1,npr-4
AVER,PQR,flp-1,npr-4
AVEL,RIVL,flp-1,npr-4
AVEL,RIVR,flp-1,npr-4
AVER,RIVL,flp-1,npr-4
AVER,RIVR,flp-1,npr-4
AVEL,ADFL,flp-1,npr-5
AVEL,ADFR,flp-1,npr-5
AVER,ADFL,flp-1,npr-5
