ADEL,ALML,dopamine,dop-1,0.16883291881976936
ADEL,ALMR,dopamine,dop-1,10.203803428442978
ADER,ALML,dopamine,dop-1,10.270886383880693
ADER,ALMR,dopamine,dop-1,0.18071497290998328
ADEL,ALNL,dopamine,dop-1,1.1706000469958309
ADEL,ALNR,dopamine,dop-1,10.735917384008088
ADER,ALNL,dopamine,dop-1,11.206678214742125
ADER,ALNR,dopamine,dop-1,1.0835149257642118
ADEL,AS1,dopamine,dop-1,10.15904574765934
ADEL,AS10,dopamine,dop-1,420.7402078422063
ADEL,AS11,dopamine,dop-1,476.1453946343211
ADEL,AS2,dopamine,dop-1,20.169304485550175
ADEL,AS3,dopamine,dop-1,33.55152188926149
ADEL,AS4,dopamine,dop-1,55.60072896063671
ADEL,AS5,dopamine,dop-1,112.60435406149736
ADEL,AS6,dopamine,dop-1,159.25679312242957
ADEL,AS7,dopamine,dop-1,221.058919225866
ADEL,AS8,dopamine,dop-1,244.7366175157249
ADEL,AS9,dopamine,dop-1,357.8844663064535
ADER,AS1,dopamine,dop-1,10.755548967142515
ADER,AS10,dopamine,dop-1,420.86529136090076
ADER,AS11,dopamine,dop-1,476.2479367273982
ADER,AS2,dopamine,dop-1,21.347729845412807
ADER,AS3,dopamine,dop-1,34.70501340945677
ADER,AS4,dopamine,dop-1,56.17491257093599
ADER,AS5,dopamine,dop-1,112.73378836774103
ADER,AS6,dopamine,dop-1,159.34506091441372
ADER,AS7,dopamine,dop-1,221.11931515674175
ADER,AS8,dopamine,dop-1,244.89883795771473
ADER,AS9,dopamine,dop-1,358.0257199125892
ADEL,AUAL,dopamine,dop-1,0.17559820613284668
ADEL,AUAR,dopamine,dop-1,0.3519868150188401
ADER,AUAL,dopamine,dop-1,0.35198681501884
ADER,AUAR,dopamine,dop-1,0.17559820613284668
ADEL,AVM,dopamine,dop-1,0
ADER,AVM,dopamine,dop-1,0.9757360600000001
ADEL,DA1,dopamine,dop-1,0.859006161460948
ADEL,DA2,dopamine,dop-1,0.16503690521293418
ADEL,DA3,dopamine,dop-1,13.443994020916195
ADEL,DA4,dopamine,dop-1,17.374582529836495
ADEL,DA5,dopamine,dop-1,42.228367937501126
ADEL,DA6,dopamine,dop-1,92.04991248422547
ADEL,DA7,dopamine,dop-1,164.5208896377184
ADEL,DA8,dopamine,dop-1,495.52569411527185
ADEL,DA9,dopamine,dop-1,495.527468005424
ADER,DA1,dopamine,dop-1,1.9000049596113853
ADER,DA2,dopamine,dop-1,1.0467425930102718
ADER,DA3,dopamine,dop-1,14.463519649754124
ADER,DA4,dopamine,dop-1,18.34414794928545
ADER,DA5,dopamine,dop-1,42.967493721122246
ADER,DA6,dopamine,dop-1,92.21065059455417
ADER,DA7,dopamine,dop-1,164.60597336793788
ADER,DA8,dopamine,dop-1,495.6299162634986
ADER,DA9,dopamine,dop-1,495.62753290098146
ADEL,DB1,dopamine,dop-1,0
ADEL,DB2,dopamine,dop-1,0.46037942607758325
ADEL,DB3,dopamine,dop-1,51.88055781024523
ADEL,DB4,dopamine,dop-1,150.26161530995915
ADEL,DB5,dopamine,dop-1,247.8933555060966
ADEL,DB6,dopamine,dop-1,413.0827394027483
ADEL,DB7,dopamine,dop-1,502.4629293495014
ADER,DB1,dopamine,dop-1,0.9757360600000001
ADER,DB2,dopamine,dop-1,1.614588985553709
ADER,DB3,dopamine,dop-1,51.756020578434644
ADER,DB4,dopamine,dop-1,150.4822713477847
ADER,DB5,dopamine,dop-1,248.34430445689492
ADER,DB6,dopamine,dop-1,413.00542335376764
ADER,DB7,dopamine,dop-1,502.2085441007971
ADEL,PHCL,dopamine,dop-1,601.8299989103913
ADEL,PHCR,dopamine,dop-1,601.826844206966
ADER,PHCL,dopamine,dop-1,601.8936625538169
ADER,PHCR,dopamine,dop-1,601.8973567065518
ADEL,PLML,dopamine,dop-1,290.39655142907515
ADEL,PLMR,dopamine,dop-1,291.6605721219803
ADER,PLML,dopamine,dop-1,292.0441562437327
ADER,PLMR,dopamine,dop-1,290.21085214093307
ADEL,PLNL,dopamine,dop-1,3.673071355871915
ADEL,PLNR,dopamine,dop-1,3.911932483970956
ADER,PLNL,dopamine,dop-1,3.9067412716976957
ADER,PLNR,dopamine,dop-1,3.6813439175018785
ADEL,PVDL,dopamine,dop-1,0.6588142139728376
ADEL,PVDR,dopamine,dop-1,25.34824332421031
ADER,PVDL,dopamine,dop-1,27.597036034757284
ADER,PVDR,dopamine,dop-1,0.6267294284847709
ADEL,PVQL,dopamine,dop-1,1.0672656456065752
ADEL,PVQR,dopamine,dop-1,0
ADER,PVQL,dopamine,dop-1,1.4520724919935037
ADER,PVQR,dopamine,dop-1,0.9757360600000001
ADEL,RIBL,dopamine,dop-1,1.0672656456065752
ADEL,RIBR,dopamine,dop-1,5.805878794954915
ADER,RIBL,dopamine,dop-1,5.7813078891337115
ADER,RIBR,dopamine,dop-1,1.1243291540586422
ADEL,RIML,dopamine,dop-1,0
ADEL,RIMR,dopamine,dop-1,0.002665604606075872
ADER,RIML,dopamine,dop-1,0.14149235243144043
ADER,RIMR,dopamine,dop-1,0
ADEL,RIS,dopamine,dop-1,1.0672656456065752
ADER,RIS,dopamine,dop-1,1.0805173822826508
ADEL,VA1,dopamine,dop-1,0
ADEL,VA10,dopamine,dop-1,344.7549478716655
ADEL,VA11,dopamine,dop-1,495.5763559436267
ADEL,VA12,dopamine,dop-1,502.52475720627797
ADEL,VA2,dopamine,dop-1,0
ADEL,VA3,dopamine,dop-1,0
ADEL,VA4,dopamine,dop-1,0
ADEL,VA5,dopamine,dop-1,33.761066001746826
ADEL,VA6,dopamine,dop-1,82.60470393157196
ADEL,VA7,dopamine,dop-1,151.95039871029613
ADEL,VA8,dopamine,dop-1,211.6182156257523
ADEL,VA9,dopamine,dop-1,272.3680659369733
ADER,VA1,dopamine,dop-1,0.9757360600000001
ADER,VA10,dopamine,dop-1,344.83678000306776
ADER,VA11,dopamine,dop-1,495.6452458605795
ADER,VA12,dopamine,dop-1,502.5713339812726
ADER,VA2,dopamine,dop-1,0.9757360600000001
ADER,VA3,dopamine,dop-1,0.9757360600000001
ADER,VA4,dopamine,dop-1,0.9757360600000001
ADER,VA5,dopamine,dop-1,33.82696427522849
ADER,VA6,dopamine,dop-1,82.63824521302729
ADER,VA7,dopamine,dop-1,151.97361616625503
ADER,VA8,dopamine,dop-1,211.63795370462032
ADER,VA9,dopamine,dop-1,272.3848955852577
ADEL,VB1,dopamine,dop-1,1.0797717870988892
ADEL,VB10,dopamine,dop-1,416.443482746381
ADEL,VB11,dopamine,dop-1,468.8545240623429
ADEL,VB2,dopamine,dop-1,0.040679131114934874
ADEL,VB3,dopamine,dop-1,9.970211443660189
ADEL,VB4,dopamine,dop-1,42.422681792023305
ADEL,VB5,dopamine,dop-1,91.05010252756591
ADEL,VB6,dopamine,dop-1,167.3906998198946
ADEL,VB7,dopamine,dop-1,238.28392321615544
ADEL,VB8,dopamine,dop-1,299.0762398417812
ADEL,VB9,dopamine,dop-1,360.61311361841973
ADER,VB1,dopamine,dop-1,1.4732579121885632
ADER,VB10,dopamine,dop-1,416.5179956277818
ADER,VB11,dopamine,dop-1,468.9251007272833
ADER,VB2,dopamine,dop-1,0.9989113701930722
ADER,VB3,dopamine,dop-1,10.159728132557609
ADER,VB4,dopamine,dop-1,42.47747826490299
ADER,VB5,dopamine,dop-1,91.08154274602664
ADER,VB6,dopamine,dop-1,167.41277999816282
ADER,VB7,dopamine,dop-1,238.30482558647006
ADER,VB8,dopamine,dop-1,298.65254793865813
ADER,VB9,dopamine,dop-1,360.6930756922304
CEPDL,ALML,dopamine,dop-1,0.47760452605032494
CEPDL,ALMR,dopamine,dop-1,10.064849170977723
CEPDR,ALML,dopamine,dop-1,10.10912027787185
CEPDR,ALMR,dopamine,dop-1,0.5083089464028108
CEPVL,ALML,dopamine,dop-1,0.6003004675127699
CEPVL,ALMR,dopamine,dop-1,8.608985261645913
CEPVR,ALML,dopamine,dop-1,8.65960945781434
CEPVR,ALMR,dopamine,dop-1,0.47135306314412595
CEPDL,ALNL,dopamine,dop-1,0
CEPDL,ALNR,dopamine,dop-1,8.547326012647776
CEPDR,ALNL,dopamine,dop-1,8.92284904140929
CEPDR,ALNR,dopamine,dop-1,0.0334124437123382
CEPVL,ALNL,dopamine,dop-1,0
CEPVL,ALNR,dopamine,dop-1,11.030569555549716
CEPVR,ALNL,dopamine,dop-1,11.318487277129528
CEPVR,ALNR,dopamine,dop-1,0
CEPDL,AS1,dopamine,dop-1,7.200383043480405
CEPDL,AS10,dopamine,dop-1,453.94932958385334
CEPDL,AS11,dopamine,dop-1,510.0403806105816
CEPDL,AS2,dopamine,dop-1,30.38206448613059
CEPDL,AS3,dopamine,dop-1,64.33698631822804
CEPDL,AS4,dopamine,dop-1,91.61482757591826
CEPDL,AS5,dopamine,dop-1,152.55826876184383
CEPDL,AS6,dopamine,dop-1,199.25485456703012
CEPDL,AS7,dopamine,dop-1,258.0851770890092
CEPDL,AS8,dopamine,dop-1,280.48293050483005
CEPDL,AS9,dopamine,dop-1,390.795891959564
CEPDR,AS1,dopamine,dop-1,7.7525911650186625
CEPDR,AS10,dopamine,dop-1,453.9940005412418
CEPDR,AS11,dopamine,dop-1,510.080144130968
CEPDR,AS2,dopamine,dop-1,30.749624780437962
CEPDR,AS3,dopamine,dop-1,64.64950804135927
CEPDR,AS4,dopamine,dop-1,91.83503175141556
CEPDR,AS5,dopamine,dop-1,152.69086219550385
CEPDR,AS6,dopamine,dop-1,199.35647248424752
CEPDR,AS7,dopamine,dop-1,258.16368074155497
CEPDR,AS8,dopamine,dop-1,280.55517618934505
CEPDR,AS9,dopamine,dop-1,390.84777241966214
CEPVL,AS1,dopamine,dop-1,18.232701833702713
CEPVL,AS10,dopamine,dop-1,453.2126350370484
CEPVL,AS11,dopamine,dop-1,509.03298585283756
CEPVL,AS2,dopamine,dop-1,31.497394496073472
CEPVL,AS3,dopamine,dop-1,62.95527050181993
CEPVL,AS4,dopamine,dop-1,89.08363374855135
CEPVL,AS5,dopamine,dop-1,149.1338859799618
CEPVL,AS6,dopamine,dop-1,195.90019964575794
CEPVL,AS7,dopamine,dop-1,255.80465686012937
CEPVL,AS8,dopamine,dop-1,278.64764563802146
CEPVL,AS9,dopamine,dop-1,390.15537368417404
CEPVR,AS1,dopamine,dop-1,19.039414966409545
CEPVR,AS10,dopamine,dop-1,453.24201975680853
CEPVR,AS11,dopamine,dop-1,509.05984184659974
CEPVR,AS2,dopamine,dop-1,32.09387177623347
CEPVR,AS3,dopamine,dop-1,63.126442829896504
CEPVR,AS4,dopamine,dop-1,89.20678822566398
CEPVR,AS5,dopamine,dop-1,149.210164914102
CEPVR,AS6,dopamine,dop-1,195.95982424893458
CEPVR,AS7,dopamine,dop-1,255.8518200329417
CEPVR,AS8,dopamine,dop-1,278.69146469861994
CEPVR,AS9,dopamine,dop-1,390.1884844393165
CEPDL,AUAL,dopamine,dop-1,0.11080245225579613
CEPDL,AUAR,dopamine,dop-1,3.3193967886563662
CEPDR,AUAL,dopamine,dop-1,2.501853077052993
CEPDR,AUAR,dopamine,dop-1,0.13305217355410404
CEPVL,AUAL,dopamine,dop-1,0
